1	10	657	5	8	21	7	1993	5	6391	1123	397	14791	14681	15169	15025	5											
14711	15185	14866	15184	15349	14698	408	591	2626	91	204	709	872	1004	15155	14979	3195											
15677	14718	15061	15243	15470	14930	15022	14773	14840	497	1040	312	134	11	957	406	169	608	3	12	421	9439						
14838	14872	15182	100	2634	100	255	246	301	133	42	255	139	277	706	706	20	246	626	233	20	15377	100					
1152	1642	814	1137	390	655	390	560	815	116	319	15189	15085	14639	14791	16064	814											
15388	15130	79	33	79	14712	421																					
15336	14662	14834	15461	15238	15291	15483	15801	15238	14993	14651	78	57	1	21	135	15231	15078	14969	135								
14748	15061	15179	14820	571	172	257	25	53	482	441	2054	177	116	6	1	87	14726	14709	99								
14784	14689	14802	14830	15143	14784	14689	14930	15061	761	87	142	87	253	277	139	14994	14787	15237	14675	87							
26	121	977	159	15110	15596	15149	977																				
28	0	29	27	74	27	15	72	74	27	15001	15410	15350	15210	279													
14954	14977	14937	102	6	652	98	353	131	251	4	776	1687	2079	2071	1346	2399	447	1006	195	657	3760	7452	14724	2547			
15248	2	15	205	2	186	2	1	15248	15248	15248	14710	15594	15062	15248	14672	14893	15000	12									
14648	14703	14648	1576	3332	68	3111	3332	549	3	549	927	2874	927	3169	927	880	2096										
14718	4058	12508	5087	6120	142	15004	73	9081	12	142	12	291	12	15516	15854	12	461	461									
15129	14954	14949	15266	14858	14760	14754	14770	81	79	6	116	265	840	774	118	168	479	356	14874	521							
14731	14650	14662	15332	68	145	383	160	42	90	1	371	264	51	2	68	0	1	280	3570	51	0	2	160				
14678	14664	4914	414	584	684	1120	225	10	2122	3	2122	4722	23	649	67	370	14704	12									
277	42	19	15084	15663	15084	15501	15157	15864	15088	14868	15232	15476	16560	14883	14868	15601	16180	15395	92								
10729	6467	5146	9413	5146	8684	2876	2725	7806	2725	7807	2725	14930	15145	15243	15027	15945	14958	15472	14788	14773	14648	15179	15017	14794	7808		
13143	3325	11810	2919	7610	10347	9871	9467	3632	6380	3355	24	0	310	146	14770	14770	14747	14780	14671	0							
15109	14786	14793	9	420	78	46	4	1006	243	2459	4124	17	174	500	1006	4650	1006	4842	14843	430							
15624	15161	14881	14881	15624	17	9	80	160	9	17	15624	14881	9														
15106	14878	14978	14678	61	590	523	17	29	696	102	677	1418	2380	203	1200	160	51	102	5782	102	17	203	188	51			
14908	14925	14731	14784	14689	14784	15920	14736	1117	318	191	973	416	1648	416	1882	308	14841	191									
776	1281	11767	336	2389	2717	142	507	529	179	286	2325	68	5387	10	389	1840	507	16999	17099	17234	16171	16040	9835				
15399	15141	15058	812	13	812	1822	2660	1850	2381	9875	812	3111	4871	812	1850	812	2354	2082	944	2660	14967	5972					
14736	14669	14665	114	8	38	503	18	539	114	73	114	146	2108	23	8	14709	16489	9									
22	50	22	29	89	17	4566	6086	10067	50	4916	6801	233	246	17	120	10	4566	63	880	14637	14976	14759	16557	275			
16472	16675	14992	14823	14653	15785	15602	571	10	55	348	1551	1291	1060	416	566	10	55	15277	1215								
14681	15206	14669	14886	2925	1345	1715	1108	2925	2327	1749	2605	7112	5941														
763	0	2	0	2	0	2	763	0	2	90	1553	0	15606	15190	14720	15901	2										
41	556	113	1	41	2004	2139	5541	1050	556	12	556	7	556	14759	15215	14794	15113	14943	15251	15215	15989	16326	15078	15168	15419	14698	67
14936	15131	14915	14789	118	412	13	12	335	335	118	958	3670	3993	1660	4298	1698											
154	1	66	323	66	66	834	66	14643	14753	14818	14767	14803	14914														
15119	14642	15841	14923	15488	15752	15011	15797	14764	1	3	2	87	1	235	3	14764	1193										
2	11	6562	15867	14735	15093	15183	15473	14735	14886	15509	15183	15311	14811	15056	15183	15509	9789										
592	792	566	8	3	668	8	843	8	2448	8	14704	14835	14704	14704	15131	14791	3										
15917	15634	15917	14955	14805	15221	14841	266	3	86	12	890	236	64	15263	15247	15263	14927										
31	52	402	150	31	150	14840	14769	14745	14804	14878	14683	15073	16115	14769	15524	15134	15923	5									
14972	15099	15156	14824	15017	86	268	425	288	2492	2080	356	3269	3509	14750	14744	14742	14748	14972	14738	15423	1123						
15815	14669	14730	15036	91	15	2598	7	14730	324																		
14805	20	7	657	7	202	657	1061	657	12	21	5	453	14766	14815	14829	111											
14746	14708	14649	496	637	961	496	637	753	16	753	496	843	7275	4623	454	4953	213	956	637								
14770	14744	15488	14691	14764	15073	14706	14824	518	76	24	7	24	518	76	24	25	14764	14691	14637	76							
8501	1687	145	2556	4686	2625	8501	2625	4686	2625	2524	14671	14865	14865	14651	14797	14786	14793	14872	14865	14686	145						
15228	14922	14800	14795	15014	14659	1145	12	130	553	1145	332	297	1145	3104													
14640	14941	14652	4	327	231	108	38	340	1436	5282	38	185															
14751	15372	15394	15372	14651	1614	965	722	1069	5790	2113	2935	965	4092														
1335	86	1335	311	1113	612	481	1522	1	39	2932	15010	15035	15056	15035	14844	14786	15146	14891	4056								
14712	15073	14744	14824	15073	14807	15767	14822	15301	15663	15455	52	52	923	3070	354	52	923	52	14960	58							
15192	14824	15133	19	8289	9667	248	4974	3546	6744	391	557	6	91	183	571	457	11	6	374	322	22	549					
14655	14730	14672	15566	14662	4541	125	22	125	29	2476	550	16	74	87	503	1028	503	6	1256	11714	1	447	14724	1311			
14870	117	0	44	157	44	117	37	44	14705	15041	14935	117															
15418	15418	14679	14679	1	105	500	105	104	18	1	18	104	18	82	409	677	177	105	593	135	104						
2471	2471	4200	1964	2471	1203	1699	5006	14947	14855	16162	16475	14647	14673	14925	15638	2471											
15566	44	9	1175	2267	1985	281	95	2267	443	14821	14885	5															
1150	1151	5041	75	1067	155	15670	14707	14707	14707	14877	14912	14707	14873	14707	14707	14875	1318										
196	783	31	44	176	17	109	291	109	674	5002	6011	109	0	1099	243	447	31	109	14727	16177	14727	135					
1	155	9	424	1609	232	14940	15117	14940																			
130	3210	196	616	130	831	683	2527	3943	130	4516	831	196	98	6002	14814	14909	14801	14810	14801	15395	14834	15395	14942	14718	198		
15675	14867	15306	15345	16450	1	73	1	284	986	1	352	2531	307	1	986	197	91	2038	1	55	559	15128	480				
14985	14761	14874	14874	15085	340	28	340	28	206	324	329	33	5	26	1096	1380	1096	28	1313	74	5940	1423	2249	3092	15189	404	
14673	14690	14795	38	96	38	59	14737	61																			
1377	3069	4122	3069	4122	15	32	14870	14851	14861	14790	15096	14780	14914	14753	14777	15044	14851	43									
111	61	73	11300	5736	3718	9877	7827	9878	6504	9879	9880	5736	9881	6949	16472	16502	14883	16102	15619	14883	6853						
14887	15005	1342	195	210	391	195	28	443	1299	1342	14734	14671	14919	330													
15221	14983	15493	1652	2261	1652	217	1652	3	191	476	1652	15387	15220	14871	16069	15183	15265										
15792	16335	805	72	69	204	356	479	457	91	39	2	14735	15868	14775	15868	15495	14775	1391									
25	255	100	139	301	7077	867	91	373	171	3080	3715	198	144	1443	425	3377	1710	1195	3377	2990	14738	15049	14764	1050			
14751	15087	15744	341	58	98	71	45	98	323	741	3870	1502	440	725	3870	1687	703	3870	15475	4							
1062	150	52	272	10	55	263	339	75	150	15	402	982	15000	14655	14730	263											
14659	1321	2001	1321	1466	1514	6354	1397	2601	2683	15047	14662	14877	14741	14741	14739	1313											
187	138	1435	187	1727	21	1016	14655	15219	14749	14835	1399																
14881	14746	15465	800	6882	2979	3714	1785	4941	3748	1846	428	2979	176	586	1721	808	2991	586	2991								
271	274	633	274	15059	14637	14862	14771	14655	14662	14845	175																
8542	103	1796	69	1796	238	62	647	79	14674	14943	14636	69															
91	10670	53	372	421	68	14681	14844	14900	15103	14662	14845	317															
15212	14890	15212	15212	15212	264	1	51	451	15212	55	263	84	1	86	15212	15212	15265	3									
14944	15004	14787	14899	15650	14787	14890	15115	21	289	93	141	1098	803	1098	21	14735	538										
1223	141	161	65	78	245	65	14693	15059	14771	14928	14672	14718	14701	161													
15204	14954	14686	123	568	1566	36	90	30	3	799	17	123	95	138	4372	236	30	14880	332								
131	115	179	527	115	179	14642	14884	14729	14644	14729	14748	14884	14642	14677	14833	14854	15911	15656	15689	14743	15138	115					
610	409	213	1370	15612	15612	14666	14710	14710	14715	14710	15060	3															
15	1394	2938	140	14680	14821	14885	14821	2227																			
14774	14986	14720	15567	14954	14939	15415	1492	565	567	28	3275	5122	6648	575	229	1104	3633	139	233	15145	177						
15028	67	2955	1361	1176	399	613	373	1546	1392	91	2544	613	399	613	15122	15319	14704	14835	14652	14709	15279	1069					
14880	15526	16240	14880	15285	913	1503	424	114	15	550	0	1007	1112	1866	1307												
1710	10	571	1332	571	1091	1091	15000	15026	14791	14693	14893	15666	14780	1233													
14747	16416	66	595	115	154	193	131	241	154	323	154	323	66	323	154	323	45	501	66	323	19	32	4	15	14883	323	
643	227	1481	227	1481	227	1481	227	14667	15898	16123	1675																
15167	15034	114	14	1041	294	4142	114	9	99	14637	14724	492															
45	92	94	75	25	8109	6312	4381	14959	14857	14666	15100	14708	14696	139													
14695	1	1	9087	38	26	14749	14791	14708	14749	1425	3281	5569															
7673	309	1489	309	1489	529	4781	529	309	529	309	15046	15005	15039	14646	16513	15575	16490	17129	16671	15116	15470	168					
341	1538	489	689	14936	14664	14915	14664	14821	14934	14947	14664	1															
340	785	2	883	340	46	2018	46	15410	14680	14771	3																
21	47	104	175	1362	15004	15353	14730	14708	15169	14660	21																
15016	16485	14935	14993	14639	16202	14713	1	221	1	221	19	16	58														
2311	1977	3496	15336	15217	14920	15060	343																				
3378	3457	1266	3863	2996	4172	3810	2976	16610	15836	14651	14793	14786	25														
2	13	128	13	2	128	2	128	695	14844	14929	15183	16506	14704	1277													
14787	15108	15050	30	30	28	1109	1431	915	297	127	891	9660	7564	5676	7564	1025	1542	3768	13804	15123	700						
15009	15031	14809	14711	15082	57	806	1527	3260	35	4348	57	10	373	14670	14837	14670	15008	16079	15498	14723	14808	57					
15304	15014	14870	15202	31	111	64	568	14	46	40	153	16	568														
65	1585	1056	1489	3	1489	2781	416	2086	14762	15598	15743	14885	15217	14821	1648												
369	25	1918	37	198	3770	317	15227	14858	16096	14808	16192	14654	15446	14696	14842	14766	25										
14711	15406	69	528	3515	69	3	247	3	2	15599	16166	15404	14711	15587	15404	15904	16166	15840	15435								
14809	15091	15019	14764	14923	14691	14982	15049	15135	14691	163	3756	9866	7115	1491	320	17	590	167	1149	3755	1738	1840	3489	298	203		
15444	15114	33	0	247	287	453	33	453	56	453	6	0	116	1312	205	325	287	14693	215								
14644	14823	561	49	615	283	196	1154	76	87	509	1810	561	524	669	1810	509	87	76	1017	1299	76	14823	15503	509			
14944	15438	14737	41	786	2673	41	72	5	299	41	450	605	34	111	41	72	6	399									
1244	245	6	239	1068	1244	29	50	17	4	584	93	1030	1134	381	2083	14862	15050	14724	14718	14937	14688	1134					
16249	15237	16131	15559	751	210	92	94	1076	118	498	687	3835	2168														
2	1599	73	203	14849	15017	14978	16584	120																			
14787	14771	24	1163	118	256	274	1485	522	633	118	14780	24															
21	99	113	24	2	25	359	14692	15180	15217	2368																	
14747	15267	15147	196	420	23	134	34	599	34	483	420	379	483	34	7	2419	203	120	304	19	14846	1209					
2	1416	1712	1	12	1712	992	195	12	1712	12	2	1712	529	14887	15107	14661	14684	3708									
14685	14895	14651	14785	22	26	34	84	22	50	100	144	864	34	2755	5154	9512	2512	10400	10853	2512							
15103	14665	223	0	11	0	1234	223	0	75	223	4	15695	11														
15169	14730	14669	14665	1655	16	394	24	143	13	143	1655	15169	78														
14832	15512	15588	14868	170	1016	11280	4255	11281	11282	11283	11284	5860	170	1016	20	5860	57	11285	5860	25	280	14868	15030	198			
14974	14764	15567	241	1021	17	1021	241	50	29	4	66	281	73	265	281	89	7167	3704	6760	1117	15876	58	251	66	15567	1021	
27	644	237	22	27	316	513	35	793	14676	14921	14874	14651	14738	15233	14741	151											
41	73	3587	57	323	158	21	818	21	21	14665	15039	14803	15561	15520	32												
117	2504	132	2504	132	273	2504	284	2504	786	15321	15789	14992	2015														
2	1	1	1	1531	15619	15783	15561	15183	15726	15565	15598	14876	14762	14876	15294	14775	2241										
15279	15019	15337	15282	14727	12	1	477	8195	7907	248	42	144	42	3521	1	200	477	2	1974	465	2	3	10	15683	248		
14787	15004	15108	15377	14800	14846	14642	14757	15287	14806	15128	15526	15768	62	750	608	905	1168	608	62	608	750	822	15602	1182			
14976	14846	14976	115	707	1312	115	53	141	63	12	63	1947	115	1947	115	276	410	1947									
136	185	38	96	2177	2151	6	90	28	203	28	128	985	15126	14713	14830	28											
14870	14792	14908	14792	620	2619	460	166	1152	2242																		
1	96	38	108	38	1	336	4859	5307	133	144	398	1	108	38	336	2659	14719	15170	15044	15044	111						
14719	628	1377	2447	7360	162	35	231	124	15164	15294	14959	253															
15405	15631	14759	59	99	2130	5445	3211	5445	5432	99	117	99	11	511													
15154	14910	14762	17	747	87	1984	582	8	116	44	467	905	224														
15555	14714	15221	14782	14851	15067	15728	15966	15623	16098	8955	8030	8956	8957	18	1016	14	4	506	1016	15045	540						
15450	14648	15841	16682	14764	15563	14800	1	290	5024	99	224	123	220	123	349	101	570	5537	4362	2123	15563						
109	545	109	203	489	14639	15031	14637	14668	14667	14995	14723	15051	14770	17													
15162	14645	19	0	40	14	127	4270	14	382	93	16	14	153	135	119	16	161	63	0	262	15869	123					
15484	14910	15154	14910	15194	5	89	39	15194	14746	14659	14746	15347	15210	14746	14707	14746	14709	15194	15410	14759	16189	171					
14855	15163	14713	14716	659	436	100	9605	9606	3174	301	9607	9608	9609	2856	5199	421	6	3766									
15112	14718	15659	15332	1	28	87	642	1639	82	767	592	203	1984	15475	15104	16587	14937	158									
700	401	585	23	101	173	203	14778	14682	14796	24																	
15066	14848	14683	15118	14941	580	347	3868	706	3868	14677	340																
107	329	5	142	1736	629	4613	338	6769	6584	6388	21	85	177	28	5	325	421	15827	14760	15069	14760	372					
2	3	30	2	30	12	30	2	3	2331	1161	110	2331	15144	14900	15144	4023											
14719	14944	156	762	156	762	14699	14699	14785	156																		
119	76	46	53	5	28	43	7549	14656	14760	14874	14964	14997	14702	15063	14754	792											
14643	14751	14714	14708	5	79	324	3	3	14785	14672	95																
676	280	676	510	676	510	170	676	15558	15841	14691	16111	14923	14982	14923	15121	510											
15404	14664	15068	15082	15250	15349	14743	14711	14644	14670	15297	15141	14916	15082	15068	15404	54	4	66	45	115	154	4	154				
493	3352	280	493	1835	280	2477	493	280	493	280	15908	14769	14923	14982	15558	14889	14937	15757	17013	17028	16080	14740	15602	241			
15472	14727	14709	62	2583	350	479	521	209	356	521	413	2583	363	1985	266	5616	112	809	195								
14639	14638	15230	14638	6	132	126	18	593	570	313	14	155	266	191	366	6	18	10	6	118	2371						
14689	15108	14689	14651	725	787	12	1878	2104	565	241	66	275	128	121	1065	260	775	725	75	12							
15062	15252	14680	15107	15098	14636	14	74	298	1616	205	665	1208	44	298	860	14802	491										
0	2	0	2	15093	15246	14746	15126	14701	14863	14863	15047																
16585	14671	14679	14728	14736	14813	14671	62	53	627	1312	1229	1102	461	1690	461	11127	1225	2	11128	2	414						
0	40	369	2	5	78	135	3479	194	6	15107	14652	16587	16872	88													
57	527	57	527	3939	529	14817	14687	14721	14734	14938	14721	267															
15094	14675	16393	14695	1456	4	216	327	109	18	51	141	4	1456	76	1456	4	901	1456									
14831	15206	14831	5	2875	7157	4015	187	52	5	4015	187																
14917	15976	14858	58	17	0	0	5	0	5	516	0	5	495	5	523	859	523	56	5	56	5						
568	61	38	14739	15623	14666	15178	15062	15390	14793	15356	61																
15087	14908	53	1273	368	112	885	516	368	4621	296	109	4851	19	171	14724	516											
466	66	466	66	466	66	2	66	15058	15175	15141	14743	14854	14743	16939	14750	16061	15141	15297	15111	14743	15297	14798	15111	15206	14750	2	
159	294	6	265	364	539	949	14649	14726	15053	14839	15282	15198	14732	15122	14992	14732	15881	14736	14813	15572	14775	14843	265				
669	1895	3216	14776	14823	15071	14838	15071	15647	14776	15647	14838	15157	14798	15401	15501	15437	14968	14897	15501	14776	14948	14725	14776	14838	152		
25	575	10171	317	1082	8597	8598	3218	2075	168	557	1171	8	14798	15181	14854	14948	1862										
14673	14708	15100	14708	2	1	14	0	2	1	217																	
14702	14824	14847	15582	14980	15017	14655	16093	546	570	966	584	546	14636	584	946	546	15049	73	2324	8099	546	15240	5092				
1091	398	105	183	105	15289	14700	14810	15030	14940	14651	14797	14793	14786	14797	15348	15841	16607	14982	15722	3							
14839	17041	16026	1248	2156	2951	889	1269	515	3243	2100	3228	724	52	1248	52	2156	3228	2100	1385	3243	724	889	1269	14653	1376		
2713	5802	2613	14659	14829	14659	14708	15621	16067	14708	14659	15610	14708	3275														
15106	15677	14882	14720	14882	573	812	1926	135	732	1761	1356	1126															
15111	14916	14994	14854	14916	15845	15322	14758	15448	15620	14916	744	1312	1229	2552	685	3438	229	229	854	3664	1116	1122	2704	14743	1122		
97	109	148	3	4	316	3	196	15034	3324	5323	65	126	513	842	15034	212	316	513	3	14770	20						
78	52	14	1	15093	14643	15032	15093	14787	15093	14787	15225	15032	1033														
2255	15	108	212	49	8	410	14681	14667	14796	14856	14796	15368	16021	16857	8												
2015	43	2658	7050	673	89	181	581	15003	14752	14901	14762	15598	14696	14696	14762	15148	14810	15030	673								
68	121	311	612	471	15984	268	1198	15984	15984	16948	14676	15035	15076	15257	15035	14844	14735	471									
1072	1430	15	1430	175	14857	14666	14654	15016	14857	14654	14857	14857	14857	32													
14933	15103	15103	15901	16124	14650	1	3	86	78	1	5514	5233	112	200	37	117											
14806	14684	14684	15484	14855	14684	7	146	248	3298	276	2	888	0	7	370												
19	241	45	19	4	11	1005	139	14705	14697	14687	14721	14721	14710	129													
14953	15616	14871	14953	15616	15387	14953	14924	0	164	7	143	165	6	166	557	14669	14										
15861	15196	15427	1	3	0	1322	3	110	33	1	155	321	1	0	0	321	14641	14846	110								
85	155	20	735	217	1318	14	322	1318	1150	1151	5041	75	1067	155	15670	14707	14707	14707	14877	14912	14707	1318					
120	805	4393	5192	1178	2510	2396	4633	15130	15767	15601	16142	15033	14661	15654	24												
14672	15098	97	982	2535	3134	2701	10665	2900	486	114	619	895	11165	11166	7532	1823	1266	14891	2908								
947	86	140	687	1544	285	173	469	306	6	173	1064	306	6	529	14723	15195	14706	15027									
14669	256	522	1485	1563	271	271	274	633	274	15059	14637	14862	175														
14880	15408	14750	15196	14726	15408	15408	14978	15408	14713	14771	14666	15408	15228	15408	307	2857	723	3299	239	39	1349	239	14645	32			
14819	14820	14906	14950	14729	11	4	573	4847	1187	573	4	11	4	112	6	1171	19	302	14729	15211	14898	19					
76	87	1499	860	82	15155	15453	16005	14938	14808	14766	14842	15421	14808	14979	16096	14709	15453	14969	15028	15334	15053	87					
17003	14877	14843	15304	90	98	224	16																				
263	86	471	471	179	15125	14937	14640	15683	14745	15324	15710	14745															
1762	129	92	83	14902	14902	14902	7																				
369	13	195	13	3799	2768	370	4539	233	246	15414	15530	15039	14828	15414	15613	139											
14714	14690	14641	14813	3	47	118	47	168	77	47	257	93	1625	1327	4360												
14887	15005	1342	195	210	391	195	28	443	1299	1342	14734	14671	330														
14855	14844	14855	14673	15622	14673	15622	14673	14659	14641	24	2	69	69	9301	14	24	10577										
14641	14680	15003	15001	14847	14639	43	86	245	846	245	300	1736	300	71	32	158	950	14639	516								
1955	2577	508	910	568	1261	1822	2502	14675	14904	15434	14992	15417	15306	14804	15173	14808	16096	15421	15008	2055							
14875	15272	40	8	58	492	120	123	262	492	384	296	736	1357	1159	4	8	23	385	6	24	42	198	15079	144			
15235	119	4	7	14962	629	15460	158	7	0	7	893	295	15508	15802	15303	14700	15300	16401	14962	15708	15291	4326					
4262	35	29	1135	3161	2115	29	124	21	32	15	43	14792	14875	14707	14741	15255	14848	36									
123	219	7	219	14716	14722	14990	16043	19																			
15108	16057	15781	14680	14841	14876	15461	15625	15388	15485	15682	15293	49	1	49	116	346	296	2529	2678								
15179	14773	14958	14734	16215	15472	15897	15017	15777	15022	15935	14880	14878	14807	15022	6	8	119	97	4	8	33	5	1862	14750	348		
41	588	1148	438	6015	15437	15058	14776	15071	14776	14838	14942	0															
14738	14713	14669	14751	118	7099	6340	1681	442	6341	6153	6154	885	15016	15248	16459	4654											
15288	17400	15338	15518	14986	15568	16879	14651	15338	17	203	66	45	893	305	66	193	176	66	595	17167	305						
15750	14783	14648	14703	14648	14783	14824	15022	14768	14677	14833	15302	43	601	43	5986	2	43	189									
14947	14836	14841	14890	14841	14841	14841	14841	14860	14841	141	448	45	131	903	131	241	251	353	14716	154							
15051	15431	15202	15162	611	2216	3777	2509	4389	2426	3048	4106	4331	6305	307	15431	15304	15252	15202	14759	254							
15488	500	6	14636	424	1355	10892	10893	10894	4412	5761	15135	14637	14923	15567	6												
732	57	732	3191	3191	1	57	57	57	12	39	342	2	25	8458	14642	14950	15936	15327	14960	15268	15305	1496					
2972	9765	8208	2497	842	2640	7577	1157	7729	358	15278	15246	15265	15289	2944													
158	192	158	192	13	15172	15818	15172	15818	16862	15238	15291	15238	16110	16622	17162	16097	16286	16169	16411	15282	15337	17010	13				
15394	14697	14843	572	7	106	967	62	741	572	20	1595	46	242	1338	1871	826	62	45	66	45	158	219	1970	1748			
14702	15127	14825	606	3968	724	12	1252	3911	227	6416	8	23	9	82	348	2001	8146	3968	15127	348							
14685	14678	14683	14901	14678	14957	15332	14718	14768	99	2	3304																
5816	13686	7083	3139	34	36	3324	11214	14672	15473	14876	14780	15414	14780	14914	536												
14676	14831	14831	17065	15018	15764	14765	15196	14673	4945	93	169	21	169														
14712	15005	14922	499	380	0	67	290	2039	16	0	3	0	3	0	404	16	444	3	1648	973	1689	380					
185	1256	4341	173	19	173	19	597	14893	14937	14857	14649	14651	14638	173													
14825	16822	14825	14723	14702	15038	15057	14923	746	77	483	241	193	353	1659	530	1015	1710	3850									
204	68	3801	402	486	2425	1999	219	14939	444	2875	890	15078	15078	15078	15078	16136	1693										
411	5672	8893	5672	8894	8895	15115	14701	14665	14669	14665	14870	14853	14799	8896													
3212	596	7958	161	1116	1122	6	140	1205	14721	14843	14638	14964	14656	1122													
149	79	149	43	182	1523	111	351	14655	15080	15186	14673	14705	182														
14898	14820	14906	3	18	118	23	21	26	33	3	18	33	23	55	444	275	18	275	18	3	660	464	3397	18	14740	426	
14659	14659	14659	15330	75	28	7	75	538	14659	862	13	14659	75														
16020	15101	14848	14918	14698	14714	15448	15407	14714	14827	15505	118	916	67	96	1365	67	3631	1365	96	564	118	3	15230	14874			
16128	15907	17556	14712	14729	16973	15466	15388	15190	14999	15424	15413	15715	221	221	6199	3701	3433	5341	4014	3156	15240	15466	2785				
15257	15618	6430	8232	2356	1892	3675	1012	7006	4771	5284	6431	5485	3245	2085	14988	16386	3002										
241	5	98	176	241	192	2	192	2	107	1603	7181	1	192	69	14700	14796	14973	15319	1401								
15639	15579	15123	491	1574	259	421	1574	1258	1780	259	161	504	39	373	259	14888	15084	15601	15084	15476	801						
15378	15805	16525	14834	15476	61	4	126	181	14751	695																	
14698	14714	15069	14694	14705	17	152	13	25	477	35	152	477	152	288	152	288	1968	123	59	243	477	152	14694	8			
16361	15863	16526	17329	16487	17083	15482	16619	2843	1013	15	1302	22	29	537	350	67	2843	4309	372	4908	3369	5631	86	3043	15863	67	
15097	15097	14684	442	229	3265	2589	4171	5718	229	442	4	2589															
14751	7	3	93	0	14654	15799	17																				
14858	15122	14949	14754	14648	14833	15358	582	1298	913	105	348	666	605	1298	18	1298	5405	3093	1298	2955	3435	939					
15017	15061	17	87	17	40	424	122	345	17	304	367	42	281	268	623	55	171	14773	15218	14803	304						
498	157	1360	4820	236	0	314	810	15977	14710	14651	14721	16392	14983	60													
577	6410	9682	17	3257	298	127	134	1219	1089	11	577	2732	354	957	4240	1330	47	247	125	14731	14784	14689	188				
83	106	56	5	219	414	446	594	11096	10575	126	724	2341	2837	10576	482	1081	390	655	355	3274	14907	14674	15530	15222	14677	15626	695
14681	15016	228	2	228	16	0	247	21	228	0	14675	2	4	510	89	125	455	15728	2								
1	210	127	247	248	247	1	248	14790	14693	14735	15336	15356	14790	247													
16262	16588	15868	16262	15868	16086	15329	16262	16424	14881	15792	805	72	69	204	356	479	457	91	39	2	1391						
188	17	1638	188	79	62	3177	2698	50	22	4	62	14821	14936	14988	14684	188											
488	21	104	239	45	1121	248	15059	14881	15792	14713	14668	15792	14821	15206	1016												
15436	14867	16873	15200	14810	14867	7	267	7	32	7	335	414	7	472	839	15058	128										
10785	3548	1500	3	14842	14837	15691	15273	15453	14938	14711	14781	14979	14842	15224	16672	15027	15273	15536	14711	14837	15211	15349	14711	1			
2	1124	668	86	668	104	2	1124	8606	14676	14724	15542	15760	14727	1124													
76	87	219	14821	15359	15292	14698	15511	14808	15434	15008	14842	14866	15155	15038	15633	15630	15254	15633	15215	16542	15118	329					
15870	14960	15002	14924	15218	14752	25	86	12	3	86	254	10	3	112	53	15101	14852	15013	15152	14981	3						
15285	15302	14819	15521	14960	14781	546	546	2	69	623	546	39	4100	62	546	1	15254	2									
15461	15238	15291	15483	15801	15238	14993	14651	78	57	1	21	135	15231	135	15078	14969	7	2102	283	135	136	10	15238	136			
2	395	395	558	844	2695	548	2	395	395	277	92	3987	1889	6605	100	719	301	277	42	3	15145	14670	14734	14830	496		
17003	14877	14843	15304	90	98	224	16	5722																			
6	61	113	46	164	0	952	0	113	52	156	138	2565	15311	15210	14863	15760	15500	15495	61								
14645	14676	15595	15066	14948	15893	1209	124	19	6	19	6	603	810	19	44	51	748										
